Address,City/Town,State,ZIP Code,County/Parish,Latitude,Longitude
214 CARTER STREET,BERRYVILLE,AR,72616,CARROLL,36.358668800000004,-93.55187034614272
1206 GORDON DUCKWORTH DRIVE,PIGGOTT,AR,72454,CLAY,36.3902778,-90.205
1101 JACKSON STREET SW,GRAVETTE,AR,72736,BENTON,36.4086921,-94.4604384
1205 MCLAIN STREET,NEWPORT,AR,72112,JACKSON,35.608777950000004,-91.26520820110434
"1 CHILDREN'S WAY, SLOT 301",LITTLE ROCK,AR,72202,PULASKI,34.7465071,-92.2896267
2601 GENE GEORGE BOULEVARD,SPRINGDALE,AR,72762,WASHINGTON,36.16251145,-94.19001151854488
27200 CALAROGA AVE,HAYWARD,CA,94545,ALAMEDA,37.63320025,-122.08790356843016
2700 DOLBEER ST,EUREKA,CA,95501,HUMBOLDT,40.7840724,-124.1422189
1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,SAN MATEO,37.5941612,-122.3830506
601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,SAN FRANCISCO,37.76866605,-122.43460028072064
1000 TRANCAS ST,NAPA,CA,94558,NAPA,38.325377200000005,-122.29673085588834
10 WOODLAND ROAD,SAINT HELENA,CA,94574,NAPA,38.54206925,-122.4744061125
200 MISSION BLVD,JACKSON,CA,95642,AMADOR,38.350680600000004,-120.76467138798357
4001 J ST,SACRAMENTO,CA,95819,SACRAMENTO,38.57057075,-121.45302027905446
4445 MAGNOLIA AVENUE,RIVERSIDE,CA,92501,RIVERSIDE,33.9765196,-117.38259622516995
2400 EAST 4TH ST,NATIONAL CITY,CA,91950,SAN DIEGO,32.6845534,-117.08109702685539
200 WEST ARBOR DRIVE,SAN DIEGO,CA,92103,SAN DIEGO,32.75531155,-117.16552466018484
5555 GROSSMONT CENTER DRIVE BOX 58,LA MESA,CA,91942,SAN DIEGO,32.7678288,-117.0230839
3800 JANES RD,ARCATA,CA,95521,HUMBOLDT,40.8963453,-124.09127125057753
2767 OLIVE HIGHWAY,OROVILLE,CA,95966,BUTTE,39.5055825,-121.54115642975147
420 34TH ST,BAKERSFIELD,CA,93301,KERN,35.392904900000005,-119.00668505120422
751 SOUTH BASCOM AVENUE,SAN JOSE,CA,95128,SANTA CLARA,37.3151936,-121.9332862
1531 ESPLANADE,CHICO,CA,95926,BUTTE,39.742383530612244,-121.84905655102041
14445 OLIVE VIEW DRIVE,SYLMAR,CA,91342,LOS ANGELES,34.32656635,-118.44873112984544
2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,CA,96080,TEHAMA,40.148280150000005,-122.21964386964095
350 HAWTHORNE AVENUE,OAKLAND,CA,94609,ALAMEDA,37.82020895,-122.2649288194583
1415 ROSS AVENUE,EL CENTRO,CA,92243,IMPERIAL,32.780479650000004,-115.56852965075586
1101 VAN NESS AVENUE,SAN FRANCISCO,CA,94109,SAN FRANCISCO,37.78597715,-122.42235200648113
600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,CA,92220,RIVERSIDE,33.9321577,-116.9456731511499
3555 CESAR CHAVEZ,SAN FRANCISCO,CA,94110,SAN FRANCISCO,37.7476211,-122.420375
1600 W AVE J,LANCASTER,CA,93534,LOS ANGELES,34.6867333,-118.15954962239945
400 W MINERAL KING AVE,VISALIA,CA,93291,TULARE,36.328234800000004,-119.29503323992624
1420 S CENTRAL AVE,GLENDALE,CA,91204,LOS ANGELES,34.1284877,-118.2570409
2823 FRESNO STREET,FRESNO,CA,93721,FRESNO,36.743444249999996,-119.78490919087439
1300 N VERMONT AVE,LOS ANGELES,CA,90027,LOS ANGELES,34.096256,-118.29009001997089
350 S OAK AVE,OAKDALE,CA,95361,STANISLAUS,37.75742625,-120.86147648614514
1100 WEST STEWART DR,ORANGE,CA,92868,ORANGE,33.782129049999995,-117.86402455100027
1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,37.65965475,-122.43985693178024
700 LAWRENCE EXPRESSWAY,SANTA CLARA,CA,95051,SANTA CLARA,37.3359133,-121.999034813241
1425 S MAIN STREET,WALNUT CREEK,CA,94596,CONTRA COSTA,37.8918952,-122.0597977
975 SERENO DR,VALLEJO,CA,94589,SOLANO,38.12641065,-122.24779446374484
275 WEST MACARTHUR BOULEVARD,OAKLAND,CA,94611,ALAMEDA,37.823935703636046,-122.25792091892124
2425 GEARY BLVD,SAN FRANCISCO,CA,94115,SAN FRANCISCO,37.7828619,-122.44065908679704
4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,32.7513283,-117.16007101785885
1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,33.739339099999995,-118.30668535728435
1600 N ROSE AVE,OXNARD,CA,93030,VENTURA,34.216721750000005,-119.15618682981383
1800 N CALIFORNIA ST,STOCKTON,CA,95204,SAN JOAQUIN,37.96897165,-121.2881894265921
1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,CA,92411,SAN BERNARDINO,34.131437950000006,-117.3203731049922
347 ANDRIEUX ST,SONOMA,CA,95476,SONOMA,38.288078,-122.46536254346142
2623 E SLAUSON AVE,HUNTINGTON PARK,CA,90255,LOS ANGELES,33.989298063597005,-118.22452806587937
1303 E HERNDON AVE,FRESNO,CA,93710,FRESNO,36.83512725,-119.76551678202962
999 SAN BERNARDINO ROAD,UPLAND,CA,91786,SAN BERNARDINO,34.1018422,-117.63756668394132
7901 FROST ST,SAN DIEGO,CA,92123,SAN DIEGO,32.79969815,-117.15435353818233
300 HOSPITAL DR,VALLEJO,CA,94589,SOLANO,38.13114005,-122.23840108472527
3865 JACKSON STREET,RIVERSIDE,CA,92503,RIVERSIDE,33.9270452,-117.43908038996827
1720 CESAR E CHAVEZ AVENUE,LOS ANGELES,CA,90033,LOS ANGELES,34.049682399999995,-118.21701827408774
3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,LOS ANGELES,33.924831,-118.2024154
1400 E CHURCH ST,SANTA MARIA,CA,93454,SANTA BARBARA,34.9520001,-120.4136199
2825 CAPITOL AVENUE,SACRAMENTO,CA,95816,SACRAMENTO,38.571524499999995,-121.46873271472235
1515 E OCEAN AVENUE,LOMPOC,CA,93436,SANTA BARBARA,34.64120565,-120.43958180144693
1250 16TH STREET,SANTA MONICA,CA,90404,LOS ANGELES,34.02722615,-118.4862873306491
222 W 39TH AVE,SAN MATEO,CA,94403,SAN MATEO,37.530903949999995,-122.30020860349521
555 EAST VALLEY PARKWAY,ESCONDIDO,CA,92025,SAN DIEGO,33.126230911173366,-117.07589796374695
18300 ROSCOE BLVD,NORTHRIDGE,CA,91325,LOS ANGELES,34.21998495,-118.53387932652262
1205 E NORTH STREET,MANTECA,CA,95336,SAN JOAQUIN,37.801053249999995,-121.19747114154427
115 MALL DRIVE,HANFORD,CA,93230,KINGS,36.3236988,-119.66726568697824
525 WEST ACACIA STREET,STOCKTON,CA,95203,SAN JOAQUIN,37.9577016,-121.290779
1812 VERDUGO BLVD,GLENDALE,CA,91208,LOS ANGELES,34.204507750000005,-118.21620594571577
225 N JACKSON AVENUE,SAN JOSE,CA,95116,SANTA CLARA,37.363321,-121.848374
15107 VANOWEN ST,VAN NUYS,CA,91406,LOS ANGELES,34.194862,-118.46349199702345
1325 COTTONWOOD STREET,WOODLAND,CA,95695,YOLO,38.664920949999996,-121.79220866234286
4002 VISTA WAY,OCEANSIDE,CA,92056,SAN DIEGO,33.18567765,-117.29079851026901
2101 N WATERMAN AVE,SAN BERNARDINO,CA,92404,SAN BERNARDINO,34.13466165,-117.27570498982072
180 ROWLAND WAY,NOVATO,CA,94945,MARIN,38.09924865,-122.56013488843266
438 W LAS TUNAS DRIVE,SAN GABRIEL,CA,91776,LOS ANGELES,34.1009794,-118.1058801666083
726 4TH ST,MARYSVILLE,CA,95901,YUBA,39.138634717391305,-121.59509710869565
6245 DE LONGPRE AVE,HOLLYWOOD,CA,90028,LOS ANGELES,34.09665955,-118.32532039012489
400 N MCDOWELL BLVD,PETALUMA,CA,94954,SONOMA,38.25457225,-122.63187114688256
13652 CANTARA ST,PANORAMA CITY,CA,91402,LOS ANGELES,34.221255049999996,-118.43048780000001
4867 SUNSET BLVD,LOS ANGELES,CA,90027,LOS ANGELES,34.0983146,-118.292027
9333 IMPERIAL HIGHWAY,DOWNEY,CA,90242,LOS ANGELES,33.91713554854819,-118.12907205246003
9961 SIERRA AVE,FONTANA,CA,92335,SAN BERNARDINO,34.07308595,-117.43229606215816
23625 W R HOLMAN HIGHWAY,MONTEREY,CA,93940,MONTEREY,36.2231079,-121.387742
1401 SOUTH GRAND AVENUE,LOS ANGELES,CA,90015,LOS ANGELES,34.0378445,-118.26587355274447
155 GLASSON WAY,GRASS VALLEY,CA,95945,NEVADA,39.2281801,-121.04712970849505
900 HYDE ST,SAN FRANCISCO,CA,94109,SAN FRANCISCO,37.78964365,-122.41654138763761
16237 VENTURA BLVD,ENCINO,CA,91436,LOS ANGELES,34.15736795,-118.4868709353006
300 HILLMONT AVENUE,VENTURA,CA,93003,VENTURA,34.2792597,-119.25356365380435
101 Bodin Circle Bldg. 777,Travis AFB,CA,94535,SOLANO,38.26321985,-121.94536296714702
500 W HOSPITAL ROAD,FRENCH CAMP,CA,95231,SAN JOAQUIN,37.886327,-121.28297548125127
101 E VALENCIA MESA DRIVE,FULLERTON,CA,92835,ORANGE,33.89466005,-117.9270646239013
12401 WASHINGTON BLVD,WHITTIER,CA,90602,LOS ANGELES,33.96997575,-118.04971692118872
1165 MONTGOMERY DR,SANTA ROSA,CA,95405,SONOMA,38.44380015,-122.70088385776059
825 DELBON AVE,TURLOCK,CA,95382,STANISLAUS,37.51171915,-120.83807733516551
1601 YGNACIO VALLEY RD,WALNUT CREEK,CA,94598,CONTRA COSTA,37.913848,-122.04265
1050 LINDEN AVE,LONG BEACH,CA,90813,LOS ANGELES,33.780316400000004,-118.18719376745837
372 W CYPRESS AVE,REEDLEY,CA,93654,FRESNO,36.60787745359503,-119.45142151119344
75 NIELSON STREET,WATSONVILLE,CA,95076,SANTA CRUZ,36.9092773,-121.7529071
2000 MOWRY AVE,FREMONT,CA,94538,ALAMEDA,37.558211138982024,-121.98027136579756
170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,CA,94062,SAN MATEO,37.4795113,-122.255023
38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,LOS ANGELES,34.583193800000004,-118.14462512448063
200 Mercy Circle,Camp Pendleton,CA,92055,SAN DIEGO,33.221853800000005,-117.38868120393906
2070 CLINTON AVENUE,ALAMEDA,CA,94501,ALAMEDA,37.7627337,-122.25391167935555
751 MEDICAL CENTER COURT,CHULA VISTA,CA,91911,SAN DIEGO,32.6188528,-117.0230189178402
ONE HOAG DRIVE,NEWPORT BEACH,CA,92663,ORANGE,33.62282487467953,-117.92908875789489
1111 W LA PALMA AVENUE,ANAHEIM,CA,92801,ORANGE,33.848169049999996,-117.93440171752084
1001 POTRERO AVENUE,SAN FRANCISCO,CA,94110,SAN FRANCISCO,37.756810349999995,-122.40525322201563
34800 Bob Wilson Drive,San Diego,CA,92134,SAN DIEGO,32.726001100000005,-117.1450777158183
12601 GARDEN GROVE BLVD,GARDEN GROVE,CA,92843,ORANGE,33.7752785,-117.9135342
1798 N GAREY AVE,POMONA,CA,91767,LOS ANGELES,34.07721975,-117.75058962241243
1911 JOHNSON AVE,SAN LUIS OBISPO,CA,93401,SAN LUIS OBISPO,35.27788735,-120.65152559973455
250 PROSPECT PLACE,CORONADO,CA,92118,SAN DIEGO,32.69427305166269,-117.16807123041907
501 SOUTH BUENA VISTA STREET,BURBANK,CA,91505,LOS ANGELES,34.1562348,-118.3285235568085
2975 N SYCAMORE DR,SIMI VALLEY,CA,93065,VENTURA,34.25904979266171,-118.7475851202808
300 W HUNTINGTON DR,ARCADIA,CA,91006,LOS ANGELES,34.136392,-118.040911
1509 E WILSON TERRACE,GLENDALE,CA,91206,LOS ANGELES,34.1469416,-118.2478471
1555 SOQUEL DRIVE,SANTA CRUZ,CA,95065,SANTA CRUZ,36.99011325,-121.98355367962361
1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,CA,92262,RIVERSIDE,33.839248,-116.54244075327415
400 NORTH PEPPER AVENUE,COLTON,CA,92324,SAN BERNARDINO,34.0737033,-117.35067082833478
1441 CONSTITUTION BOULEVARD,SALINAS,CA,93906,MONTEREY,36.697434099999995,-121.6341100633117
1100 MARSHALL WAY,PLACERVILLE,CA,95667,EL DORADO,38.7247519,-120.79125968885688
901 OLIVE DRIVE,BAKERSFIELD,CA,93308,KERN,35.41143235,-119.039665060794
2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,36.773207049999996,-119.77928814823707
465 W PUTNAM AVE,PORTERVILLE,CA,93257,TULARE,36.068604199999996,-119.02597760625369
757 WESTWOOD PLAZA,LOS ANGELES,CA,90095,LOS ANGELES,34.0664551,-118.44651888286982
350 TERRACINA BLVD,REDLANDS,CA,92373,SAN BERNARDINO,34.03754215,-117.20650506569149
2500 ALHAMBRA AVENUE,MARTINEZ,CA,94553,CONTRA COSTA,38.0066652,-122.13250717569375
15031 RINALDI ST,MISSION HILLS,CA,91346,LOS ANGELES,34.28080275,-118.45888287512756
6601 WHITE FEATHER ROAD,JOSHUA TREE,CA,92252,SAN BERNARDINO,34.131822,-116.27504867355569
5901 E. SEVENTH STREET,LONG BEACH,CA,90822,LOS ANGELES,33.7690164,-118.191604
"2175 ROSALINE AVE, CLAIRMONT HGTS",REDDING,CA,96001,SHASTA,40.5863563,-122.391675
100 S RAYMOND AVE,ALHAMBRA,CA,91801,LOS ANGELES,34.0901252,-118.14420725817988
5555 WEST LAS POSITAS BOULEVARD,PLEASANTON,CA,94588,ALAMEDA,37.69357625,-121.88050938479208
1900 SULLIVAN AVENUE,DALY CITY,CA,94015,SAN MATEO,37.6796222,-122.47429280481654
2121 SANTA MONICA BLVD,SANTA MONICA,CA,90404,LOS ANGELES,34.03059945,-118.4794585028042
30 MARK WEST SPRINGS ROAD,SANTA ROSA,CA,95403,SONOMA,38.494594,-122.75190236949636
26520 CACTUS AVENUE,MORENO VALLEY,CA,92555,RIVERSIDE,33.9119259,-117.19637878783084
2215 TRUXTUN AVENUE,BAKERSFIELD,CA,93301,KERN,35.37267355,-119.0276306
820 E MOUNTAIN VIEW STREET,BARSTOW,CA,92311,SAN BERNARDINO,34.89252835,-117.01736872085931
18300 HIGHWAY 18,APPLE VALLEY,CA,92307,SAN BERNARDINO,34.5008311,-117.1858759
275 HOSPITAL DRIVE,UKIAH,CA,95482,MENDOCINO,39.15249145,-123.2027992539235
2450 ASHBY AVENUE,BERKELEY,CA,94705,ALAMEDA,37.855470749999995,-122.2572216563855
2500 GRANT ROAD,MOUNTAIN VIEW,CA,94040,SANTA CLARA,37.36885985000001,-122.079862859814
ONE MEDICAL PLAZA,ROSEVILLE,CA,95661,PLACER,38.7521235,-121.2880059
10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,38.57212045,-121.29686678645609
1420 NORTH TRACY BLVD,TRACY,CA,95376,SAN JOAQUIN,37.7436921122449,-121.43516835714286
1700 MOUNT VERNON AVENUE,BAKERSFIELD,CA,93306,KERN,35.3826708,-118.97023861539468
3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,37.4062086,-122.14067842593023
1411 EAST 31ST STREET,OAKLAND,CA,94602,ALAMEDA,37.79822455,-122.23143876739954
9888 GENESEE AVENUE,LA JOLLA,CA,92037,SAN DIEGO,32.8849597,-117.2235954
11234 ANDERSON ST,LOMA LINDA,CA,92354,SAN BERNARDINO,34.04911185,-117.26343554537584
800 SOUTH MAIN STREET,CORONA,CA,92882,RIVERSIDE,33.8733927,-117.56924698280997
450 EAST ROMIE LANE,SALINAS,CA,93901,MONTEREY,36.65909675,-121.64633529050192
1000 GREENLEY ROAD,SONORA,CA,95370,TUOLUMNE,37.97723643487633,-120.36996265006367
975 S FAIRMONT AVENUE,LODI,CA,95240,SAN JOAQUIN,38.121319,-121.2869666035873
207 WEST LEGION ROAD,BRAWLEY,CA,92227,IMPERIAL,32.9590944,-115.55399052397712
101 CITY DRIVE SOUTH,ORANGE,CA,92868,ORANGE,33.7873594,-117.88655970965755
309 W BEVERLY BLVD,MONTEBELLO,CA,90640,LOS ANGELES,34.01619524489796,-118.10090655102042
3330 LOMITA BLVD,TORRANCE,CA,90509,LOS ANGELES,33.8107749,-118.34380154750656
2170 SOUTH AVENUE,SOUTH LAKE TAHOE,CA,96150,EL DORADO,38.9117729,-119.99664864693665
4101 TORRANCE BLVD,TORRANCE,CA,90503,LOS ANGELES,33.83880825,-118.35718500621408
351 S PATTERSON AVE,SANTA BARBARA,CA,93111,SANTA BARBARA,34.4337134,-119.80957434200673
"250 BON AIR ROAD, PO BOX 8010",GREENBRAE,CA,94904,MARIN,37.9485356,-122.5247031
1200 B  GALE WILSON BLVD,FAIRFIELD,CA,94533,SOLANO,38.262131749999995,-122.04777683246526
"2051 MARENGO ST, ROOM C2K100",LOS ANGELES,CA,90033,LOS ANGELES,34.0536909,-118.242766
1000 W CARSON ST,TORRANCE,CA,90502,LOS ANGELES,33.8312891,-118.2923321
9449 SAN FERNANDO RD,SUN VALLEY,CA,91352,LOS ANGELES,34.2403331,-118.39647611374387
2425 SAMARITAN DRIVE,SAN JOSE,CA,95124,SANTA CLARA,37.25229515,-121.94571392384154
210 W  SAN BERNARDINO ROAD,COVINA,CA,91723,LOS ANGELES,34.08834565,-117.89343076496034
1117 EAST DEVONSHIRE,HEMET,CA,92543,RIVERSIDE,33.7511579054507,-116.96052824484359
11500 BROOKSHIRE AVENUE,DOWNEY,CA,90241,LOS ANGELES,33.935216249999996,-118.13059329461598
147 NORTH BRENT STREET,VENTURA,CA,93003,VENTURA,34.27396,-119.25820993966028
400 WEST PUEBLO,SANTA BARBARA,CA,93105,SANTA BARBARA,34.43040755,-119.7231156050274
1145 Sturgis Road,Twentynine Palms,CA,92278,SAN BERNARDINO,34.225852599999996,-116.04836888484388
845 JACKSON ST,SAN FRANCISCO,CA,94133,SAN FRANCISCO,37.795477149999996,-122.40900360356135
25825 SOUTH VERMONT AVENUE,HARBOR CITY,CA,90710,LOS ANGELES,33.787915049999995,-118.29634977717515
1650 CREEKSIDE DRIVE,FOLSOM,CA,95630,SACRAMENTO,38.6701231,-121.14656860101317
800 E WASHINGTON BLVD,CRESCENT CITY,CA,95531,DEL NORTE,41.773635,-124.19417289570345
390 N Loop Rd.,Fort Irwin,CA,92310,SAN BERNARDINO,35.27252955,-116.68158678005508
10666 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,SAN DIEGO,32.89631765,-117.24263900971033
2025 MORSE AVENUE,SACRAMENTO,CA,95825,SACRAMENTO,38.60193325,-121.39345066763315
3033 W ORANGE AVENUE,ANAHEIM,CA,92804,ORANGE,33.82562935,-117.99514038284622
100 W  CALIFORNIA BLVD,PASADENA,CA,91109,LOS ANGELES,34.133226050000005,-118.15224362882289
300 PASTEUR DRIVE,STANFORD,CA,94305,SANTA CLARA,37.4344064,-122.17489205392157
333 MERCY AVENUE,MERCED,CA,95340,MERCED,37.33991415,-120.46701377237329
"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,CA,94143,SAN FRANCISCO,37.7792588,-122.4193286
2615 CHESTER AVENUE,BAKERSFIELD,CA,93301,KERN,35.38321965,-119.0200188483598
450 STANYAN ST,SAN FRANCISCO,CA,94117,SAN FRANCISCO,37.77376535,-122.45361225517914
1441 FLORIDA AVENUE,MODESTO,CA,95350,STANISLAUS,37.665562800000004,-120.99737101871051
1145 W REDONDO BEACH BLVD,GARDENA,CA,90247,LOS ANGELES,33.89312165,-118.29505014585055
1225 WILSHIRE BOULEVARD,LOS ANGELES,CA,90017,LOS ANGELES,34.0540529,-118.26525968258905
7300 MEDICAL CENTER DR,WEST HILLS,CA,91307,LOS ANGELES,34.2027912,-118.6286046331177
2801 ATLANTIC AVE,LONG BEACH,CA,90806,LOS ANGELES,33.80901075,-118.18722716066151
20103 LAKE CHABOT ROAD,CASTRO VALLEY,CA,94546,ALAMEDA,37.698084449999996,-122.08927136875985
2755 HERNDON AVE,CLOVIS,CA,93611,FRESNO,36.8382365,-119.6604449
2540 EAST ST,CONCORD,CA,94520,CONTRA COSTA,37.983589550000005,-122.03325931140759
11815 EDUCATION STREET,AUBURN,CA,95603,PLACER,38.94503815,-121.10093116567297
354 SANTA FE DRIVE,ENCINITAS,CA,92024,SAN DIEGO,33.037762,-117.283415
1010 MURRAY AVENUE,SAN LUIS OBISPO,CA,93405,SAN LUIS OBISPO,35.3540209,-120.375716
99 MONTECILLO RD,SAN RAFAEL,CA,94903,MARIN,38.0039201,-122.55327
39400 PASEO PADRE PKWY,FREMONT,CA,94538,ALAMEDA,37.5521835,-121.972148
4647 ZION AVE,SAN DIEGO,CA,92120,SAN DIEGO,32.79141215,-117.09498300667414
6501 COYLE AVE,CARMICHAEL,CA,95608,SACRAMENTO,38.66952005,-121.31317653001221
15248 11TH ST,VICTORVILLE,CA,92392,SAN BERNARDINO,34.528051250000004,-117.29354800180367
3901 LONE TREE WAY,ANTIOCH,CA,94509,CONTRA COSTA,37.98274085,-121.80303745986697
17772 BEACH BLVD,HUNTINGTON BEACH,CA,92647,ORANGE,33.70383355,-117.98736786236547
520 WEST I ST,LOS BANOS,CA,93635,MERCED,37.064126900000005,-120.85916080733332
47111 MONROE STREET,INDIO,CA,92201,RIVERSIDE,33.7061251,-116.23612764229054
2000 SUTTER PLACE,DAVIS,CA,95616,YOLO,38.5435526,-121.739005
1100 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,SAN MATEO,37.48923585,-122.22429877600494
301 VICTORIA STREET,COSTA MESA,CA,92627,ORANGE,33.6521001,-117.91195558083243
26501 AVENUE 140,PORTERVILLE,CA,93257,TULARE,36.039268050000004,-118.98438037486588
215 W JANSS RD,THOUSAND OAKS,CA,91360,VENTURA,34.20771,-118.8833613
3751 KATELLA AVENUE,LOS ALAMITOS,CA,90720,ORANGE,33.8038485,-118.0675316
1700 COFFEE RD,MODESTO,CA,95355,STANISLAUS,37.668579949999994,-120.97337917658814
6041 CADILLAC AVE,LOS ANGELES,CA,90034,LOS ANGELES,34.038716300000004,-118.37480911030259
27700 MEDICAL CENTER RD,MISSION VIEJO,CA,92691,ORANGE,33.56148575,-117.66511926788004
17100 EUCLID STREET,FOUNTAIN VALLEY,CA,92708,ORANGE,33.7148847,-117.93485122530514
39-000 BOB HOPE DRIVE,RANCHO MIRAGE,CA,92270,RIVERSIDE,33.7583005,-116.4347271
7901 WALKER STREET,LA PALMA,CA,90623,ORANGE,33.84711755,-118.03883665572052
3700 SOUTH ST,LAKEWOOD,CA,90712,LOS ANGELES,33.86028834470925,-118.13359345015328
5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,34.0257034,-117.68501417235612
1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,34.097127150000006,-117.83438815417705
1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,33.88655895,-117.84324990647133
7500 HOSPITAL DRIVE,SACRAMENTO,CA,95823,SACRAMENTO,38.463021299999994,-121.41634890895006
250 S GRAND AVE,GLENDORA,CA,91740,LOS ANGELES,34.132921,-117.87146676134782
2315 STOCKTON BOULEVARD,SACRAMENTO,CA,95817,SACRAMENTO,38.5526924,-121.45179003143164
24451 HEALTH CENTER DRIVE,LAGUNA HILLS,CA,92653,ORANGE,33.6071169,-117.7087507
250 HOSPITAL PARKWAY,SAN JOSE,CA,95119,SANTA CLARA,37.24006545,-121.80088258316484
1401 GARCES HIGHWAY,DELANO,CA,93215,KERN,35.76202,-119.23931287742049
3440 E LA PALMA AVE,ANAHEIM,CA,92806,ORANGE,33.85248425,-117.84445564694889
23845  MCBEAN PKWY,VALENCIA,CA,91355,LOS ANGELES,34.39823345,-118.55308717938074
8700 BEVERLY BLVD,LOS ANGELES,CA,90048,LOS ANGELES,34.0761728,-118.379558
1100 LAS TABLAS RD,TEMPLETON,CA,93465,SAN LUIS OBISPO,35.554775,-120.720007
15615 POMERADO ROAD,POWAY,CA,92064,SAN DIEGO,32.9968221,-117.055952
4060 WHITTIER BLVD,LOS ANGELES,CA,90023,LOS ANGELES,34.023160250000004,-118.1843731349353
4081 E OLYMPIC BLVD,LOS ANGELES,CA,90023,LOS ANGELES,34.0191797,-118.1864606
375 LAGUNA HONDA BLVD,SAN FRANCISCO,CA,94116,SAN FRANCISCO,37.7494814,-122.45727470866215
6600 BRUCEVILLE ROAD,SACRAMENTO,CA,95823,SACRAMENTO,38.469415049999995,-121.422832325
5601 DE SOTO AVENUE,WOODLAND HILLS,CA,91367,LOS ANGELES,34.1725361,-118.5898098
9920 TALBERT AVENUE,FOUNTAIN VALLEY,CA,92708,ORANGE,33.7011469,-117.95630172968593
28400 MCCALL BOULEVARD,SUN CITY,CA,92585,RIVERSIDE,33.71438058940781,-117.20969253285058
10800 MAGNOLIA AVENUE,RIVERSIDE,CA,92505,RIVERSIDE,33.9049907,-117.46926419076487
6001 NORRIS CANYON ROAD,SAN RAMON,CA,94583,CONTRA COSTA,37.776431099999996,-121.95878228687044
401 BICENTENNIAL WAY,SANTA ROSA,CA,95403,SONOMA,38.47181275,-122.72718634074408
1500 SAN PABLO STREET,LOS ANGELES,CA,90033,LOS ANGELES,34.0627257,-118.20188823929675
2900 EUREKA WAY,REDDING,CA,96001,SHASTA,40.58587755,-122.4167848463959
25500 MEDICAL CENTER DRIVE,MURRIETA,CA,92562,RIVERSIDE,33.5585562,-117.18338710854287
14850 ROSCOE BLVD,PANORAMA CITY,CA,91402,LOS ANGELES,34.22036305,-118.45647402657065
6125 NORTH FRESNO ST,FRESNO,CA,93710,FRESNO,36.8249141,-119.7821616
16850 BEAR VALLEY RD,VICTORVILLE,CA,92395,SAN BERNARDINO,34.47175035,-117.29782499136746
7300 NORTH FRESNO ST,FRESNO,CA,93720,FRESNO,36.8428281,-119.78131606338886
2900 CHANTICLEER AVENUE,SANTA CRUZ,CA,95065,SANTA CRUZ,36.9880172,-121.97744755627402
7601 EAST IMPERIAL HIGHWAY,DOWNEY,CA,90242,LOS ANGELES,33.9404441,-118.1292846
1011 BALDWIN PARK BLVD,BALDWIN PARK,CA,91706,LOS ANGELES,34.065076700000006,-117.98636036887852
3001 SILLECT AVENUE,BAKERSFIELD,CA,93308,KERN,35.3849601,-119.03990575419954
1421 OAKDALE ROAD,MODESTO,CA,95355,STANISLAUS,37.66478205,-120.9584743816248
9080 COLIMA RD,WHITTIER,CA,90605,LOS ANGELES,33.95018415,-118.00391928088087
900 S ATLANTIC BLVD,MONTEREY PARK,CA,91754,LOS ANGELES,34.04980485,-118.13808529561979
525 N GARFIELD AVE,MONTEREY PARK,CA,91754,LOS ANGELES,34.068338,-118.12373398675925
1701 SANTA ANITA AVE,SOUTH EL MONTE,CA,91733,LOS ANGELES,34.04792215,-118.04342975352006
555 EAST HARDY STREET,INGLEWOOD,CA,90301,LOS ANGELES,33.950461149999995,-118.34830662377192
4650 LINCOLN BLVD,MARINA DEL REY,CA,90291,LOS ANGELES,33.9821785,-118.43941524130932
1025 S ANAHEIM BLVD,ANAHEIM,CA,92805,ORANGE,33.820504099999994,-117.90963023664295
2601 E CHAPMAN AVE,ORANGE,CA,92869,ORANGE,33.78868755,-117.82676074495535
1001 NORTH TUSTIN AVENUE,SANTA ANA,CA,92705,ORANGE,33.753952850000005,-117.83303746120498
2701 S BRISTOL ST,SANTA ANA,CA,92704,ORANGE,33.7111287,-117.88437204461667
1777 WEST YOSEMITE AVE,MANTECA,CA,95337,SAN JOAQUIN,37.798332599999995,-121.24557008214606
